PV (kWh),Load (kWh),Price ($/kWh)
0.0,1739.5,0.3476
0.0,1601.5,0.3073
0.0,1429.0,0.2434
0.0,1283.0,0.2281
0.0,1201.0,0.2152
0.0,1155.0,0.16920000000000002
0.0,1134.0,0.155
0.0,1128.5,0.1501
0.0,1161.0,0.1594
0.0,1282.5,0.1896
0.0,1510.0,0.2558
139.5,1618.0,0.322
636.0,1651.5,0.3333
1286.5,1675.0,0.3425
1870.5,1705.5,0.3822
2274.0,1720.5,0.4216
2423.0,1723.0,0.426
2336.5,1740.0,0.4388
2038.5,1736.0,0.4578
1607.0,1725.5,0.466
1111.0,1716.0,0.45
601.0,1713.5,0.4269
177.5,1716.0,0.3687
0.0,1797.0,0.4673
0.0,1762.0,0.3928
0.0,1627.5,0.3272
0.0,1447.5,0.3119
0.0,1301.5,0.2444
0.0,1220.0,0.2358
0.0,1166.0,0.2009
0.0,1136.0,0.1656
0.0,1132.5,0.1616
0.0,1168.0,0.1629
0.0,1284.5,0.1958
0.0,1489.0,0.322
139.5,1594.5,0.35710000000000003
636.0,1633.5,0.3649
1286.5,1662.5,0.4063000000000001
1870.5,1685.5,0.42
2274.0,1682.0,0.4216
2423.0,1666.0,0.4185
2336.5,1661.0,0.4178
2038.5,1634.0,0.4163
1607.0,1609.0,0.4451
1111.0,1601.0,0.4132
601.0,1591.0,0.408
177.5,1583.5,0.4125
0.0,1655.5,0.4241
0.0,1615.0,0.4207
0.0,1511.0,0.3141
0.0,1383.5,0.2293
0.0,1252.0,0.2189
0.0,1163.0,0.2378
0.0,1109.0,0.2127
0.0,1080.0,0.1894
0.0,1068.5,0.1637
0.0,1085.0,0.1599
0.0,1131.5,0.184
0.0,1230.5,0.2004
139.5,1344.0,0.2176
636.0,1477.0,0.2486
1286.5,1556.5,0.2817
1870.5,1568.0,0.2981
2274.0,1560.5,0.3108
2423.0,1530.5,0.3024
2336.5,1495.5,0.2992
2038.5,1466.0,0.2912
1607.0,1458.0,0.2888
1111.0,1482.0,0.2879
601.0,1525.0,0.29
177.5,1555.5,0.2882
0.0,1599.0,0.4146
0.0,1557.0,0.359
0.0,1460.0,0.302
0.0,1342.5,0.2541
0.0,1233.0,0.2299
0.0,1149.0,0.222
0.0,1099.5,0.1957
0.0,1078.5,0.16879999999999998
0.0,1070.5,0.15689999999999998
0.0,1084.0,0.1483
0.0,1115.0,0.16269999999999998
0.0,1184.0,0.1629
139.5,1284.5,0.1797
636.0,1422.5,0.221
1286.5,1529.0,0.2481
1870.5,1580.5,0.2644
2274.0,1610.5,0.2651
2423.0,1616.0,0.2655
2336.5,1595.5,0.2566
2038.5,1570.5,0.2682
1607.0,1546.0,0.2693
1111.0,1578.5,0.2703
601.0,1630.5,0.2563
177.5,1654.5,0.2649
0.0,1697.5,0.3544
0.0,1636.5,0.33390000000000003
0.0,1502.5,0.3
0.0,1365.0,0.2487
0.0,1249.5,0.2056
0.0,1174.5,0.1789
0.0,1138.0,0.1425
0.0,1128.5,0.129
0.0,1135.0,0.1252
0.0,1184.0,0.1402
0.0,1324.0,0.1883
0.0,1568.5,0.2729
139.5,1700.0,0.3183
636.0,1737.5,0.3229
1286.5,1745.5,0.3207
1870.5,1746.0,0.3385
2274.0,1736.0,0.3287
2423.0,1721.5,0.3179
2336.5,1712.5,0.3143
2038.5,1683.5,0.3123
1607.0,1673.0,0.3099
1111.0,1694.0,0.3132
601.0,1743.0,0.3166
177.5,1792.0,0.3181
0.0,1867.5,0.4496
0.0,1829.5,0.376
0.0,1705.5,0.31620000000000004
0.0,1543.0,0.3002
0.0,1415.5,0.2562
0.0,1329.0,0.2408
0.0,1293.0,0.2191
0.0,1285.5,0.2015
0.0,1292.5,0.1981
0.0,1339.5,0.2037
0.0,1483.0,0.2422
0.0,1703.5,0.33240000000000003
139.5,1802.5,0.3644
636.0,1801.0,0.4056
1286.5,1785.5,0.3652
1870.5,1775.5,0.3505
2274.0,1767.5,0.344
2423.0,1743.5,0.32659999999999995
2336.5,1719.0,0.3209
2038.5,1681.0,0.3169
1607.0,1664.0,0.3151
1111.0,1668.5,0.3169
601.0,1699.5,0.3208
177.5,1738.0,0.31920000000000004
0.0,1833.0,0.4456
0.0,1801.5,0.4307
0.0,1678.5,0.32020000000000004
0.0,1510.0,0.2982
0.0,1373.0,0.2447
0.0,1287.5,0.2717
0.0,1247.0,0.247
0.0,1226.5,0.2181
0.0,1221.0,0.2085
0.0,1264.5,0.2245
0.0,1393.5,0.2569
0.0,1627.0,0.3178
139.5,1740.0,0.3506
636.0,1763.0,0.3631
1286.5,1775.5,0.3542
1870.5,1789.5,0.35100000000000003
2274.0,1782.5,0.3506
2423.0,1755.5,0.3321
2336.5,1743.0,0.3133
2038.5,1725.0,0.3146
1607.0,1705.0,0.3091
1111.0,1724.5,0.3094
601.0,1776.5,0.3144
177.5,1814.0,0.3209
0.0,1838.0,0.4063000000000001
0.0,1771.0,0.3826
0.0,1635.0,0.3027
0.0,1460.5,0.2797
0.0,1326.0,0.2269
0.0,1247.0,0.2204
0.0,1208.0,0.2018
0.0,1189.5,0.17620000000000002
0.0,1194.0,0.17059999999999995
0.0,1243.5,0.1595
0.0,1373.5,0.2414
0.0,1610.5,0.2784
139.5,1731.5,0.3106
636.0,1752.5,0.3259
1286.5,1771.0,0.3274
1870.5,1791.5,0.3262
2274.0,1790.5,0.33880000000000005
2423.0,1775.0,0.32049999999999995
2336.5,1764.5,0.3165
2038.5,1729.0,0.3145
1607.0,1715.0,0.3078
1111.0,1732.0,0.3078
601.0,1773.5,0.3078
177.5,1800.5,0.3
0.0,1837.5,0.3848
0.0,1791.0,0.3671
0.0,1661.0,0.299
0.0,1493.5,0.287
0.0,1361.5,0.2236
0.0,1283.0,0.2178
0.0,1241.0,0.2061
0.0,1224.0,0.1929
0.0,1231.5,0.1879
0.0,1283.5,0.1881
0.0,1414.0,0.2432
0.0,1630.0,0.3005
139.5,1734.5,0.3194
636.0,1741.5,0.339
1286.5,1741.0,0.3342
1870.5,1741.5,0.3404
2274.0,1723.5,0.33880000000000005
2423.0,1689.0,0.3274
2336.5,1672.0,0.32530000000000003
2038.5,1633.0,0.3175
1607.0,1601.5,0.314
1111.0,1596.0,0.31420000000000003
601.0,1607.5,0.3129
177.5,1626.0,0.3017
0.0,1708.5,0.3594
0.0,1699.0,0.3477
0.0,1609.5,0.2921
0.0,1479.0,0.2642
0.0,1346.0,0.247
0.0,1253.0,0.2554
0.0,1207.0,0.2286
0.0,1190.5,0.2203
0.0,1188.0,0.2199
0.0,1206.5,0.2165
0.0,1259.5,0.2196
0.0,1349.0,0.2205
139.5,1462.5,0.2238
636.0,1581.0,0.3224
1286.5,1648.5,0.327
1870.5,1659.0,0.327
2274.0,1637.0,0.3285
2423.0,1598.0,0.3176
2336.5,1551.5,0.3034
2038.5,1505.0,0.2933
1607.0,1479.0,0.2828
1111.0,1480.0,0.27440000000000003
601.0,1517.0,0.2868
177.5,1545.0,0.3061
0.0,1616.5,0.4266
0.0,1610.0,0.3716
0.0,1537.0,0.3094
0.0,1418.5,0.2841
0.0,1303.5,0.2487
0.0,1223.0,0.2437
0.0,1181.0,0.2323
0.0,1165.5,0.2094
0.0,1161.5,0.2042
0.0,1174.5,0.1995
0.0,1222.0,0.2056
0.0,1287.5,0.2004
139.5,1388.5,0.2202
636.0,1492.5,0.26
1286.5,1551.5,0.2917
1870.5,1569.5,0.3054
2274.0,1556.5,0.307
2423.0,1540.5,0.304
2336.5,1519.0,0.2987
2038.5,1504.5,0.2884
1607.0,1519.5,0.2863
1111.0,1568.0,0.28600000000000003
601.0,1640.5,0.2899
177.5,1672.0,0.2875
0.0,1707.5,0.4139
0.0,1645.5,0.3872
0.0,1520.5,0.2944
0.0,1366.0,0.2761
0.0,1254.5,0.2487
0.0,1192.0,0.2197
0.0,1157.0,0.2077
0.0,1149.5,0.1745
0.0,1159.0,0.1716
0.0,1211.0,0.157
0.0,1355.5,0.2313
0.0,1589.0,0.3269
139.5,1705.0,0.3401
636.0,1720.0,0.3417
1286.5,1723.5,0.3594
1870.5,1724.0,0.3768
2274.0,1716.0,0.3626
2423.0,1692.5,0.3755
2336.5,1678.0,0.3508
2038.5,1650.0,0.3418
1607.0,1632.0,0.3354
1111.0,1632.5,0.3273
601.0,1669.5,0.3226
177.5,1701.5,0.3331
0.0,1782.0,0.4237
0.0,1766.5,0.42
0.0,1641.5,0.3215
0.0,1480.5,0.2863
0.0,1337.5,0.2644
0.0,1252.0,0.2451
0.0,1213.5,0.227
0.0,1203.5,0.1989
0.0,1213.5,0.1838
0.0,1260.5,0.1918
0.0,1403.0,0.2374
0.0,1623.5,0.3025
139.5,1731.0,0.3283
636.0,1729.0,0.3361
1286.5,1720.0,0.33990000000000004
1870.5,1714.5,0.3414
2274.0,1695.5,0.3389
2423.0,1669.0,0.3368
2336.5,1645.0,0.3246
2038.5,1617.0,0.3265
1607.0,1602.0,0.32299999999999995
1111.0,1611.0,0.3188
601.0,1637.0,0.3234
177.5,1666.0,0.3156
0.0,1750.0,0.3913
0.0,1738.5,0.3963
0.0,1607.5,0.31120000000000003
0.0,1443.5,0.2699
0.0,1303.0,0.2557
0.0,1219.0,0.1911
0.0,1180.0,0.181
0.0,1166.0,0.1479
0.0,1175.0,0.1434
0.0,1223.0,0.1475
0.0,1361.0,0.1957
0.0,1574.0,0.2657
139.5,1668.5,0.3077
636.0,1667.0,0.3199
1286.5,1666.0,0.3224
1870.5,1677.5,0.32780000000000004
2274.0,1676.5,0.3298
2423.0,1659.0,0.32409999999999994
2336.5,1659.5,0.32159999999999994
2038.5,1651.5,0.3194
1607.0,1636.0,0.3206
1111.0,1638.5,0.31670000000000004
601.0,1673.5,0.30920000000000003
177.5,1698.5,0.3018
0.0,1757.0,0.3504
0.0,1727.0,0.36
0.0,1601.0,0.3045
0.0,1435.0,0.2564
0.0,1306.5,0.2293
0.0,1229.5,0.21
0.0,1190.0,0.1984
0.0,1172.5,0.1661
0.0,1177.5,0.12960000000000002
0.0,1231.0,0.1342
0.0,1377.0,0.1879
0.0,1601.5,0.2727
139.5,1705.5,0.3321
636.0,1707.5,0.4042
1286.5,1711.5,0.4267
1870.5,1716.0,0.4436
2274.0,1712.5,0.3694
2423.0,1691.5,0.3317
2336.5,1675.0,0.3271
2038.5,1640.0,0.3247
1607.0,1624.5,0.32159999999999994
1111.0,1640.0,0.3212
601.0,1668.5,0.31670000000000004
177.5,1692.5,0.3079
0.0,1759.0,0.4569
0.0,1750.5,0.39
0.0,1630.5,0.3208
0.0,1462.5,0.2549
0.0,1329.0,0.2231
0.0,1243.0,0.2242
0.0,1200.5,0.2072
0.0,1184.0,0.1793
0.0,1189.0,0.16260000000000002
0.0,1230.5,0.17129999999999998
0.0,1364.0,0.2213
0.0,1574.0,0.2799
139.5,1686.0,0.2989
636.0,1702.5,0.3149
1286.5,1710.0,0.33
1870.5,1698.5,0.3325
2274.0,1665.0,0.3347
2423.0,1632.0,0.33
2336.5,1612.0,0.32
2038.5,1575.0,0.3129
1607.0,1548.0,0.3083
1111.0,1551.5,0.3143
601.0,1570.0,0.3048
177.5,1583.5,0.273
0.0,1645.0,0.3415
0.0,1647.5,0.3482
0.0,1555.0,0.2917
0.0,1424.0,0.2664
0.0,1300.5,0.2248
0.0,1219.0,0.1803
0.0,1171.5,0.1591
0.0,1151.0,0.1442
0.0,1146.0,0.1406
0.0,1172.0,0.141
0.0,1228.0,0.1583
0.0,1306.5,0.1555
139.5,1424.0,0.1691
636.0,1528.5,0.2194
1286.5,1574.5,0.2503
1870.5,1574.5,0.2667
2274.0,1556.0,0.2621
2423.0,1529.0,0.2352
2336.5,1503.0,0.2271
2038.5,1480.5,0.2163
1607.0,1486.0,0.2091
1111.0,1525.5,0.2038
601.0,1569.5,0.2091
177.5,1591.0,0.2194
0.0,1625.0,0.2994
0.0,1609.0,0.317
0.0,1518.5,0.258
0.0,1388.5,0.2257
0.0,1266.0,0.2179
0.0,1177.5,0.2351
0.0,1131.5,0.16760000000000005
0.0,1103.5,0.1476
0.0,1099.0,0.1392
0.0,1115.0,0.1375
0.0,1162.5,0.1467
0.0,1232.5,0.1317
139.5,1355.0,0.1392
636.0,1485.0,0.2321
1286.5,1555.0,0.2539
1870.5,1569.5,0.25920000000000004
2274.0,1573.5,0.2568
2423.0,1554.5,0.25730000000000003
2336.5,1498.0,0.248
2038.5,1443.0,0.2428
1607.0,1423.0,0.2414
1111.0,1433.0,0.2383
601.0,1459.5,0.2504
177.5,1508.0,0.2471
0.0,1589.5,0.3165
0.0,1587.5,0.3315
0.0,1471.5,0.275
0.0,1329.5,0.2639
0.0,1220.5,0.2316
0.0,1155.0,0.1998
0.0,1121.0,0.1808
0.0,1117.5,0.1653
0.0,1121.5,0.1542
0.0,1174.5,0.17679999999999998
0.0,1323.5,0.2216
0.0,1551.0,0.273
139.5,1682.5,0.2959
636.0,1713.0,0.3131
1286.5,1731.0,0.333
1870.5,1741.5,0.3368
2274.0,1736.5,0.33140000000000003
2423.0,1727.0,0.3273
2336.5,1706.5,0.3164
2038.5,1674.5,0.3139
1607.0,1657.0,0.31170000000000003
1111.0,1663.0,0.3125
601.0,1700.0,0.31
177.5,1714.5,0.3043
0.0,1774.0,0.3451
0.0,1747.0,0.3832
0.0,1611.0,0.2925
0.0,1428.0,0.27140000000000003
0.0,1292.0,0.2444
0.0,1205.0,0.2475
0.0,1164.5,0.1977
0.0,1145.5,0.1769
0.0,1152.0,0.1674
0.0,1197.5,0.17620000000000002
0.0,1342.0,0.23
0.0,1568.0,0.2975
139.5,1682.5,0.3268
636.0,1694.5,0.3391
1286.5,1690.0,0.3456
1870.5,1685.0,0.3475
2274.0,1673.5,0.3453
2423.0,1661.0,0.344
2336.5,1662.0,0.342
2038.5,1632.5,0.3358
1607.0,1609.0,0.3404
1111.0,1631.0,0.33659999999999995
601.0,1645.0,0.3386
177.5,1669.5,0.33640000000000003
0.0,1732.5,0.3709
0.0,1719.0,0.3997
0.0,1590.5,0.32909999999999995
0.0,1416.5,0.2905
0.0,1271.0,0.266
0.0,1189.0,0.2318
0.0,1153.0,0.2207
0.0,1139.5,0.2049
0.0,1146.0,0.1955
0.0,1197.5,0.2116
0.0,1332.0,0.25
0.0,1555.5,0.31370000000000003
139.5,1677.5,0.34450000000000003
636.0,1691.0,0.3702
1286.5,1675.0,0.3779
1870.5,1674.5,0.3725
2274.0,1665.5,0.35979999999999995
2423.0,1649.0,0.35090000000000005
2336.5,1635.0,0.34979999999999994
2038.5,1611.0,0.345
1607.0,1596.0,0.3426
1111.0,1603.0,0.3395
601.0,1621.0,0.3477
177.5,1650.0,0.3482
0.0,1719.0,0.4123
0.0,1709.0,0.4587
0.0,1581.0,0.3357
0.0,1407.5,0.2998
0.0,1266.5,0.257
0.0,1187.5,0.2427
0.0,1146.5,0.2177
0.0,1129.5,0.1956
0.0,1135.0,0.1882
0.0,1186.0,0.1938
0.0,1334.0,0.2315
0.0,1552.0,0.3174
139.5,1658.0,0.3309
636.0,1670.5,0.34
1286.5,1669.0,0.3839
1870.5,1661.5,0.3896
2274.0,1656.0,0.3461
2423.0,1641.0,0.3353
2336.5,1634.5,0.3315
2038.5,1615.0,0.322
1607.0,1605.5,0.31670000000000004
1111.0,1614.0,0.3158
601.0,1633.0,0.31980000000000003
177.5,1655.5,0.3125
0.0,1719.5,0.3444
0.0,1716.5,0.3874
0.0,1591.0,0.313
0.0,1427.0,0.28190000000000004
0.0,1291.0,0.235
0.0,1201.0,0.2019
0.0,1159.0,0.1969
0.0,1143.0,0.185
0.0,1148.0,0.1782
0.0,1201.5,0.1865
0.0,1335.5,0.2027
0.0,1539.0,0.2605
139.5,1653.5,0.3121
636.0,1658.0,0.33
1286.5,1658.0,0.3315
1870.5,1660.0,0.3453
2274.0,1638.5,0.3528
2423.0,1618.0,0.34
2336.5,1603.5,0.3259
2038.5,1573.5,0.3237
1607.0,1547.5,0.3283
1111.0,1541.5,0.3111
601.0,1537.5,0.3121
177.5,1536.0,0.3014
0.0,1587.0,0.3161
0.0,1612.5,0.33740000000000003
0.0,1517.5,0.30210000000000004
0.0,1386.5,0.2775
0.0,1250.5,0.2435
0.0,1162.5,0.1907
0.0,1114.5,0.1804
0.0,1087.0,0.1659
0.0,1086.5,0.16140000000000002
0.0,1107.5,0.1559
0.0,1170.5,0.1632
0.0,1254.5,0.1795
139.5,1374.5,0.1978
636.0,1470.5,0.24420000000000006
1286.5,1512.5,0.26890000000000003
1870.5,1523.0,0.2861
2274.0,1503.5,0.2955
2423.0,1472.5,0.2888
2336.5,1436.5,0.2554
2038.5,1412.0,0.2405
1607.0,1407.0,0.2536
1111.0,1420.5,0.2538
601.0,1446.0,0.25370000000000004
177.5,1456.5,0.2556
0.0,1499.0,0.3061
0.0,1513.0,0.3211
0.0,1420.5,0.268
0.0,1294.5,0.225
0.0,1187.0,0.1917
0.0,1105.5,0.2065
0.0,1059.0,0.1809
0.0,1038.0,0.1783
0.0,1033.5,0.1707
0.0,1048.0,0.16269999999999998
0.0,1087.5,0.1522
0.0,1144.5,0.1444
139.5,1249.5,0.1585
636.0,1369.5,0.2146
1286.5,1442.5,0.2322
1870.5,1465.5,0.2667
2274.0,1469.0,0.2902
2423.0,1456.0,0.2963
2336.5,1429.0,0.2865
2038.5,1417.5,0.2822
1607.0,1424.0,0.281
1111.0,1452.5,0.2961
601.0,1488.5,0.3006
177.5,1514.0,0.298
0.0,1565.0,0.3676
0.0,1571.0,0.404
0.0,1454.5,0.3062
0.0,1308.5,0.2569
0.0,1195.0,0.2175
0.0,1116.5,0.1852
0.0,1078.0,0.1782
0.0,1062.0,0.159
0.0,1065.0,0.1541
0.0,1106.5,0.1526
0.0,1228.0,0.1803
0.0,1399.0,0.2281
139.5,1543.0,0.3132
636.0,1622.0,0.3233
1286.5,1668.5,0.3369
1870.5,1695.5,0.3691
2274.0,1719.5,0.3968
2423.0,1727.0,0.4114
2336.5,1730.5,0.4572
2038.5,1729.0,0.4623
1607.0,1722.0,0.4761
1111.0,1721.5,0.4691
601.0,1720.5,0.4587
177.5,1709.5,0.4201
0.0,1739.5,0.4626
0.0,1755.0,0.4876
0.0,1614.0,0.3824
0.0,1433.5,0.3044
0.0,1286.0,0.2741
0.0,1198.5,0.2041
0.0,1151.0,0.1978
0.0,1122.0,0.1815
0.0,1114.5,0.1663
0.0,1157.5,0.1789
0.0,1270.5,0.1894
0.0,1439.0,0.2296
139.5,1574.0,0.3061
636.0,1634.0,0.31620000000000004
1286.5,1664.0,0.3401
1870.5,1693.5,0.3655
2274.0,1699.0,0.3801
2423.0,1697.0,0.3809
2336.5,1704.5,0.3956
2038.5,1693.5,0.4296
1607.0,1684.5,0.3959
1111.0,1676.5,0.3752
601.0,1666.5,0.3522
177.5,1651.5,0.329
0.0,1676.5,0.4637
0.0,1689.0,0.4727
0.0,1550.5,0.3148
0.0,1399.0,0.29600000000000004
0.0,1261.5,0.231
0.0,1166.5,0.1776
0.0,1121.0,0.1551
0.0,1101.5,0.1405
0.0,1097.0,0.1333
0.0,1137.0,0.1461
0.0,1253.0,0.1745
0.0,1423.0,0.2268
139.5,1546.0,0.3029
636.0,1580.5,0.3272
1286.5,1599.5,0.3297
1870.5,1616.0,0.34950000000000003
2274.0,1622.0,0.3285
2423.0,1606.0,0.3254
2336.5,1599.5,0.3212
2038.5,1578.0,0.3196
1607.0,1565.0,0.32770000000000005
1111.0,1565.0,0.3118
601.0,1577.5,0.3079
177.5,1596.5,0.3024
0.0,1649.5,0.3329
0.0,1662.0,0.3749
0.0,1540.5,0.306
0.0,1381.0,0.2619
0.0,1253.0,0.1963
0.0,1170.5,0.1918
0.0,1130.0,0.1787
0.0,1110.5,0.1583
0.0,1113.0,0.15130000000000002
0.0,1161.5,0.1595
0.0,1280.5,0.1777
0.0,1460.0,0.2354
139.5,1581.0,0.3007
636.0,1600.5,0.3207
1286.5,1616.5,0.32130000000000003
1870.5,1632.5,0.33020000000000005
2274.0,1636.0,0.33140000000000003
2423.0,1624.5,0.3331
2336.5,1617.0,0.3189
2038.5,1597.5,0.3168
1607.0,1583.5,0.3148
1111.0,1586.5,0.3141
601.0,1589.5,0.3083
177.5,1588.0,0.3017
0.0,1626.5,0.3319
0.0,1663.5,0.399
0.0,1553.5,0.2954
0.0,1393.0,0.268
0.0,1256.5,0.2116
0.0,1173.0,0.1844
0.0,1140.0,0.1779
0.0,1133.5,0.16140000000000002
0.0,1121.0,0.1528
0.0,1161.0,0.1653
0.0,1262.5,0.1873
0.0,1426.5,0.2345
139.5,1543.0,0.2778
636.0,1583.0,0.3151
1286.5,1612.5,0.3169
1870.5,1637.5,0.3488
2274.0,1646.5,0.3503
2423.0,1639.5,0.3501
2336.5,1639.0,0.3386
2038.5,1617.0,0.313
1607.0,1600.0,0.3644
1111.0,1594.0,0.31420000000000003
601.0,1580.5,0.3108
177.5,1560.5,0.3
0.0,1579.5,0.3164
0.0,1609.0,0.3712
0.0,1516.0,0.2931
0.0,1377.0,0.2587
0.0,1246.5,0.206
0.0,1161.5,0.2096
0.0,1111.5,0.18420000000000006
0.0,1081.5,0.1843
0.0,1072.5,0.17809999999999998
0.0,1090.0,0.17850000000000002
0.0,1135.5,0.1783
0.0,1207.0,0.1822
139.5,1328.5,0.2223
636.0,1439.0,0.2824
1286.5,1510.5,0.3515
1870.5,1542.0,0.3724
2274.0,1534.5,0.3795
2423.0,1514.5,0.3727
2336.5,1496.5,0.3643
2038.5,1487.5,0.363
1607.0,1495.5,0.4037
1111.0,1513.5,0.3525
601.0,1544.0,0.3514
177.5,1545.0,0.3504
0.0,1568.5,0.3893
0.0,1577.0,0.4172
0.0,1476.5,0.34700000000000003
0.0,1345.0,0.278
0.0,1224.5,0.2296
0.0,1149.5,0.2217
0.0,1103.0,0.2054
0.0,1077.0,0.1971
0.0,1062.5,0.1953
0.0,1071.5,0.1834
0.0,1102.0,0.1775
0.0,1159.0,0.1937
139.5,1264.5,0.2131
636.0,1389.5,0.2562
1286.5,1486.5,0.2977
1870.5,1534.0,0.31620000000000004
2274.0,1550.5,0.328
2423.0,1553.0,0.3255
2336.5,1531.0,0.3155
2038.5,1516.5,0.3098
1607.0,1524.5,0.3118
1111.0,1560.0,0.34
601.0,1591.5,0.3486
177.5,1633.5,0.34979999999999994
0.0,1617.5,0.4004
0.0,1587.0,0.4599
0.0,1465.5,0.383
0.0,1337.0,0.3154
0.0,1224.0,0.2427
0.0,1165.5,0.2256
0.0,1137.0,0.2099
0.0,1125.0,0.1988
0.0,1132.5,0.1974
0.0,1176.5,0.1988
0.0,1310.0,0.2181
0.0,1500.0,0.2972
139.5,1635.0,0.37
636.0,1710.0,0.4026
1286.5,1741.0,0.4304
1870.5,1762.0,0.4328
2274.0,1767.0,0.4337
2423.0,1753.0,0.4216
2336.5,1741.5,0.3956
2038.5,1716.0,0.3934
1607.0,1695.0,0.3865
1111.0,1717.5,0.3753
601.0,1742.5,0.3839
177.5,1721.5,0.3747
0.0,1711.5,0.4328
0.0,1680.0,0.4571
0.0,1547.5,0.3699
0.0,1385.0,0.337
0.0,1254.5,0.2572
0.0,1173.5,0.2139
0.0,1139.0,0.1907
0.0,1122.0,0.1765
0.0,1122.0,0.1664
0.0,1164.0,0.1772
0.0,1282.5,0.2033
0.0,1462.5,0.2876
139.5,1581.0,0.3337
636.0,1618.0,0.34590000000000004
1286.5,1648.5,0.3874
1870.5,1679.0,0.386
2274.0,1677.0,0.3893
2423.0,1661.5,0.3848
2336.5,1658.5,0.3696
2038.5,1633.0,0.3672
1607.0,1608.0,0.363
1111.0,1605.5,0.3589
601.0,1625.5,0.3609000000000001
177.5,1634.5,0.3551
0.0,1659.0,0.3921
0.0,1686.5,0.4451
0.0,1571.5,0.3565
0.0,1412.5,0.27
0.0,1276.0,0.2213
0.0,1191.0,0.2217
0.0,1148.0,0.1943
0.0,1128.0,0.181
0.0,1122.5,0.17579999999999998
0.0,1171.5,0.1794
0.0,1299.0,0.2106
0.0,1473.5,0.2873
139.5,1586.5,0.34869999999999995
636.0,1624.0,0.373
1286.5,1650.0,0.3972
1870.5,1652.0,0.4063000000000001
2274.0,1652.5,0.3882
2423.0,1633.5,0.385
2336.5,1623.0,0.374
2038.5,1599.5,0.3719
1607.0,1579.0,0.3647
1111.0,1583.0,0.3643
601.0,1605.5,0.3635
177.5,1618.0,0.3542
0.0,1651.0,0.4115
0.0,1669.0,0.4382
0.0,1558.5,0.35600000000000004
0.0,1408.5,0.2596
0.0,1280.5,0.2285
0.0,1193.0,0.2026
0.0,1142.5,0.18
0.0,1131.0,0.1747
0.0,1138.0,0.1624
0.0,1182.0,0.162
0.0,1312.5,0.1931
0.0,1486.5,0.2741
139.5,1590.0,0.3319
636.0,1616.5,0.3468
1286.5,1628.5,0.3447
1870.5,1632.0,0.3519
2274.0,1626.5,0.4026
2423.0,1609.5,0.4
2336.5,1609.0,0.3904
2038.5,1597.5,0.3889
1607.0,1592.0,0.3852
1111.0,1600.0,0.3831
601.0,1634.5,0.3728
177.5,1661.0,0.368
0.0,1689.5,0.3984
0.0,1668.5,0.4397
0.0,1545.0,0.3671
0.0,1393.0,0.2701
0.0,1263.0,0.2265
0.0,1182.5,0.2007
0.0,1132.5,0.1843
0.0,1113.0,0.16699999999999998
0.0,1111.0,0.1597
0.0,1144.5,0.1709
0.0,1268.5,0.1966
0.0,1462.5,0.2783
139.5,1596.5,0.32659999999999995
636.0,1658.5,0.35600000000000004
1286.5,1686.0,0.35840000000000005
1870.5,1707.0,0.4167
2274.0,1700.0,0.3948
2423.0,1666.0,0.3894
2336.5,1653.0,0.3837
2038.5,1627.5,0.3795
1607.0,1604.5,0.3875
1111.0,1603.5,0.3914
601.0,1608.0,0.375
177.5,1611.0,0.3669
0.0,1640.5,0.375
0.0,1671.0,0.4293
0.0,1588.5,0.3716
0.0,1451.0,0.2624
0.0,1322.5,0.2414
0.0,1237.5,0.2262
0.0,1188.5,0.202
0.0,1166.0,0.1936
0.0,1153.0,0.1782
0.0,1179.5,0.19760000000000005
0.0,1234.0,0.2226
0.0,1315.0,0.2408
139.5,1444.5,0.2526
636.0,1537.0,0.3062
1286.5,1576.5,0.3527
1870.5,1587.0,0.35200000000000004
2274.0,1567.0,0.3368
2423.0,1533.5,0.3155
2336.5,1497.5,0.3075
2038.5,1460.0,0.2977
1607.0,1447.0,0.2936
1111.0,1467.5,0.2891
601.0,1496.0,0.295
177.5,1505.0,0.2872
0.0,1533.0,0.3347
0.0,1585.5,0.3887
0.0,1509.5,0.3247
0.0,1391.5,0.251
0.0,1279.5,0.2289
0.0,1193.0,0.2034
0.0,1150.0,0.1782
0.0,1127.0,0.1698
0.0,1120.0,0.1522
0.0,1134.0,0.1539
0.0,1162.0,0.16879999999999998
0.0,1217.0,0.1879
139.5,1321.5,0.192
636.0,1431.5,0.2201
1286.5,1499.0,0.2595
1870.5,1517.5,0.2705
2274.0,1520.5,0.2662
2423.0,1505.0,0.2604
2336.5,1475.5,0.2466
2038.5,1451.5,0.2352
1607.0,1450.5,0.2306
1111.0,1484.5,0.2356
601.0,1531.5,0.237
177.5,1557.0,0.2515
0.0,1598.5,0.3128
0.0,1637.5,0.3679
0.0,1523.5,0.3102
0.0,1366.0,0.2588
0.0,1248.0,0.2217
0.0,1182.5,0.2071
0.0,1149.5,0.1796
0.0,1137.5,0.1589
0.0,1147.5,0.1476
0.0,1198.0,0.171
0.0,1330.5,0.2203
0.0,1543.5,0.2697
139.5,1648.0,0.3144
636.0,1660.5,0.3558
1286.5,1665.0,0.37
1870.5,1671.0,0.3589
2274.0,1665.0,0.3522
2423.0,1648.5,0.34979999999999994
2336.5,1639.0,0.337
2038.5,1616.5,0.32659999999999995
1607.0,1596.5,0.31620000000000004
