PV (kWh),Load (kWh),Price ($/kWh)
1870.5,1844.5,0.5154
2274.0,1865.5,0.5224
2423.0,1873.0,0.5587
2336.5,1879.5,0.5775
2038.5,1874.5,0.5927
1607.0,1864.5,0.6609999999999999
1111.0,1851.0,0.6656
601.0,1830.5,0.5876
177.5,1793.5,0.5326
0.0,1815.0,0.5099
0.0,1799.0,0.5136999999999999
0.0,1686.5,0.4704
0.0,1529.0,0.4395
0.0,1381.0,0.3964
0.0,1278.5,0.4332
0.0,1218.0,0.3407
0.0,1183.0,0.3164
0.0,1165.0,0.2837
0.0,1171.5,0.2775
0.0,1208.0,0.2962
0.0,1281.0,0.33520000000000005
139.5,1404.5,0.338
636.0,1545.0,0.3876
1286.5,1640.0,0.454
1870.5,1699.5,0.475
2274.0,1725.0,0.5181
2423.0,1742.5,0.5555
2336.5,1764.0,0.5989
2038.5,1790.5,0.6334000000000001
1607.0,1827.5,0.7151000000000001
1111.0,1866.5,0.6878
601.0,1888.5,0.6207
177.5,1889.5,0.53
0.0,1930.5,0.5525
0.0,1929.5,0.5307
0.0,1816.5,0.4783
0.0,1672.0,0.4587
0.0,1520.0,0.4404
0.0,1403.5,0.4574
0.0,1339.5,0.3972
0.0,1294.0,0.34979999999999994
0.0,1268.0,0.3427
0.0,1269.0,0.3136
0.0,1293.5,0.3204
0.0,1331.0,0.3306
139.5,1444.5,0.334
636.0,1600.5,0.3713
1286.5,1729.5,0.4406000000000001
1870.5,1837.0,0.4705
2274.0,1900.0,0.5083
2423.0,1942.5,0.5555
2336.5,1963.0,0.5798
2038.5,1970.0,0.5949
1607.0,1977.0,0.6325999999999999
1111.0,1990.5,0.6976
601.0,2002.5,0.5934
177.5,2001.0,0.5757
0.0,2030.0,0.5624
0.0,1974.5,0.5992000000000001
0.0,1837.0,0.498
0.0,1679.0,0.4706
0.0,1526.5,0.4549
0.0,1422.0,0.452
0.0,1365.0,0.3697
0.0,1329.5,0.3318
0.0,1302.0,0.3068
0.0,1315.5,0.3011
0.0,1354.0,0.3079
0.0,1407.5,0.33130000000000004
139.5,1508.5,0.3504
636.0,1664.0,0.3806000000000001
1286.5,1809.5,0.4398
1870.5,1903.0,0.4809000000000001
2274.0,1949.5,0.4814
2423.0,1971.0,0.5093
2336.5,1968.0,0.5532
2038.5,1967.0,0.5625
1607.0,1959.0,0.5801
1111.0,1977.5,0.5971
601.0,2015.5,0.5784
177.5,2018.0,0.5496
0.0,2036.5,0.5497
0.0,1951.0,0.5357999999999999
0.0,1785.5,0.4822
0.0,1593.5,0.4602000000000001
0.0,1429.0,0.4149000000000001
0.0,1319.5,0.3801
0.0,1263.0,0.3344
0.0,1230.0,0.2989
0.0,1221.0,0.2773
0.0,1254.5,0.2725
0.0,1386.5,0.32030000000000003
0.0,1600.5,0.3926
139.5,1728.5,0.4154
636.0,1785.0,0.4369
1286.5,1831.0,0.4689
1870.5,1863.5,0.5022
2274.0,1873.0,0.5115999999999999
2423.0,1868.5,0.529
2336.5,1874.5,0.5453
2038.5,1867.5,0.5569
1607.0,1845.5,0.578
1111.0,1840.5,0.5656
601.0,1847.5,0.5529999999999999
177.5,1861.0,0.4954
0.0,1904.5,0.5106
0.0,1849.0,0.5009
0.0,1707.5,0.4506
0.0,1527.0,0.4269
0.0,1380.5,0.3618
0.0,1284.5,0.3696
0.0,1240.0,0.3069
0.0,1216.5,0.2755
0.0,1211.0,0.26170000000000004
0.0,1250.5,0.2504
0.0,1370.0,0.3032
0.0,1586.0,0.3895
139.5,1721.5,0.4013000000000001
636.0,1768.0,0.4078
1286.5,1804.0,0.4484
1870.5,1830.5,0.4842
2274.0,1823.0,0.4989
2423.0,1807.0,0.5163
2336.5,1798.0,0.534
2038.5,1782.0,0.5545
1607.0,1780.0,0.5699000000000001
1111.0,1801.5,0.5678
601.0,1838.0,0.5377000000000001
177.5,1852.5,0.5002
0.0,1864.0,0.5327000000000001
0.0,1794.0,0.506
0.0,1650.0,0.4543
0.0,1478.5,0.4312
0.0,1339.5,0.3629
0.0,1245.5,0.378
0.0,1196.5,0.32659999999999995
0.0,1170.5,0.3005
0.0,1167.5,0.2869
0.0,1205.0,0.2789
0.0,1332.0,0.3643
0.0,1549.0,0.4035
139.5,1683.0,0.4067
636.0,1737.0,0.4427
1286.5,1775.5,0.4603
1870.5,1796.5,0.5007
2274.0,1804.0,0.5186999999999999
2423.0,1800.5,0.5543
2336.5,1814.5,0.5727
2038.5,1806.0,0.5789
1607.0,1791.5,0.6457999999999999
1111.0,1793.5,0.623
601.0,1797.0,0.5629
177.5,1810.5,0.5151
0.0,1863.0,0.532
0.0,1828.5,0.5011
0.0,1689.5,0.4609
0.0,1522.0,0.4219
0.0,1377.5,0.3857
0.0,1277.5,0.4009
0.0,1229.0,0.34490000000000004
0.0,1203.5,0.3222
0.0,1191.5,0.2931
0.0,1229.5,0.3104
0.0,1350.5,0.3557
0.0,1554.5,0.4307
139.5,1686.0,0.4143
636.0,1750.5,0.4429
1286.5,1802.5,0.4885
1870.5,1839.5,0.5289
2274.0,1852.0,0.5542
2423.0,1853.0,0.5859000000000001
2336.5,1855.5,0.6476000000000001
2038.5,1851.0,0.68
1607.0,1843.5,0.7476999999999999
1111.0,1844.0,0.7497
601.0,1814.5,0.6513
177.5,1797.0,0.5639
0.0,1838.5,0.5877
0.0,1801.0,0.6026
0.0,1678.0,0.5338
0.0,1525.5,0.4719
0.0,1373.5,0.4236
0.0,1269.0,0.4691
0.0,1206.5,0.4078
0.0,1167.0,0.3532
0.0,1144.0,0.3319
0.0,1153.0,0.308
0.0,1201.5,0.3315
0.0,1275.5,0.3406
139.5,1392.0,0.3379
636.0,1522.0,0.3902000000000001
1286.5,1592.5,0.4288
1870.5,1625.5,0.4871
2274.0,1634.5,0.5029
2423.0,1624.5,0.5201
2336.5,1605.5,0.578
2038.5,1592.0,0.6096
1607.0,1593.0,0.6244
1111.0,1603.0,0.6213000000000001
601.0,1618.5,0.5782
177.5,1614.5,0.5172
0.0,1658.0,0.6003000000000001
0.0,1625.5,0.5267000000000001
0.0,1522.0,0.4775
0.0,1394.0,0.4437
0.0,1274.5,0.4555
0.0,1178.0,0.4163
0.0,1123.5,0.358
0.0,1095.0,0.2572
0.0,1081.0,0.2708
0.0,1085.5,0.2593
0.0,1122.0,0.2521
0.0,1169.0,0.2942
139.5,1278.0,0.3236
636.0,1413.5,0.3296
1286.5,1493.5,0.3416
1870.5,1543.5,0.377
2274.0,1565.5,0.4139
2423.0,1574.0,0.4407
2336.5,1561.0,0.4457
2038.5,1546.0,0.4478
1607.0,1559.0,0.4508
1111.0,1592.0,0.4648
601.0,1637.5,0.4475
177.5,1654.5,0.4463
0.0,1721.0,0.496
0.0,1669.0,0.4689
0.0,1532.5,0.44
0.0,1379.0,0.381
0.0,1250.5,0.343
0.0,1175.0,0.3745000000000001
0.0,1139.0,0.3467
0.0,1120.0,0.236
0.0,1122.0,0.2574
0.0,1169.5,0.2559
0.0,1304.5,0.3344
0.0,1519.0,0.3769
139.5,1652.5,0.3863
636.0,1716.5,0.4449
1286.5,1774.5,0.4622
1870.5,1831.5,0.5434
2274.0,1872.5,0.5854
2423.0,1884.5,0.6103000000000001
2336.5,1912.0,0.6419
2038.5,1918.5,0.7295
1607.0,1915.0,0.8371999999999999
1111.0,1918.5,0.8436
601.0,1926.5,0.705
177.5,1926.0,0.6346
0.0,1973.0,0.6473
0.0,1903.5,0.6147
0.0,1748.5,0.5075999999999999
0.0,1552.0,0.4489
0.0,1395.0,0.435
0.0,1292.5,0.3943
0.0,1240.0,0.34490000000000004
0.0,1207.5,0.32530000000000003
0.0,1199.0,0.3093
0.0,1235.5,0.3126
0.0,1371.0,0.3501
0.0,1570.5,0.4026
139.5,1695.0,0.4384
636.0,1754.0,0.4447
1286.5,1816.5,0.4774000000000001
1870.5,1890.0,0.5213
2274.0,1937.5,0.5706
2423.0,1965.5,0.5816
2336.5,1994.0,0.5964
2038.5,1994.0,0.6768000000000001
1607.0,1990.0,0.7925
1111.0,1995.0,0.8379000000000001
601.0,1969.0,0.6152000000000001
177.5,1950.5,0.5522
0.0,2011.5,0.5668
0.0,1958.5,0.5451
0.0,1801.0,0.4811
0.0,1608.5,0.4419
0.0,1456.5,0.4019
0.0,1356.5,0.4122
0.0,1307.0,0.3612
0.0,1272.0,0.33590000000000003
0.0,1255.5,0.3193
0.0,1290.0,0.3171
0.0,1415.0,0.3568
0.0,1626.5,0.4395
139.5,1748.5,0.469
636.0,1820.0,0.49
1286.5,1887.0,0.5595
1870.5,1941.5,0.5720000000000001
2274.0,1979.0,0.621
2423.0,1986.0,0.7084999999999999
2336.5,1985.0,0.7384000000000001
2038.5,1983.5,0.8164
1607.0,1981.0,0.921
1111.0,1985.5,0.9267
601.0,1974.0,0.7268000000000001
177.5,1962.5,0.6446
0.0,2024.0,0.6604000000000001
0.0,1954.0,0.6313
0.0,1794.5,0.5567
0.0,1586.5,0.4659
0.0,1424.5,0.4356
0.0,1322.0,0.3916
0.0,1263.5,0.35450000000000004
0.0,1232.5,0.3182
0.0,1219.5,0.3003
0.0,1258.5,0.2977
0.0,1387.5,0.3662
0.0,1615.5,0.4179
139.5,1740.5,0.4493
636.0,1795.5,0.4971
1286.5,1839.5,0.5007
1870.5,1856.5,0.5898
2274.0,1856.5,0.6396000000000001
2423.0,1842.0,0.6496999999999999
2336.5,1836.0,0.6629999999999999
2038.5,1814.5,0.6855
1607.0,1801.0,0.6931
1111.0,1805.5,0.7493000000000001
601.0,1829.0,0.6441
177.5,1840.5,0.5896
0.0,1846.0,0.6288
0.0,1767.0,0.5182
0.0,1614.0,0.4653
0.0,1427.0,0.3969
0.0,1292.5,0.35479999999999995
0.0,1202.5,0.3285
0.0,1151.0,0.3124
0.0,1126.5,0.2685
0.0,1121.0,0.2593
0.0,1167.0,0.2484
0.0,1294.5,0.2811
0.0,1502.5,0.3829
139.5,1621.5,0.3834
636.0,1662.5,0.4165
1286.5,1677.5,0.4471
1870.5,1688.0,0.5213
2274.0,1678.0,0.5244
2423.0,1675.5,0.5368999999999999
2336.5,1666.5,0.5182
2038.5,1639.0,0.5179
1607.0,1633.5,0.5157
1111.0,1637.0,0.5185
601.0,1640.0,0.4991
177.5,1644.5,0.4675
0.0,1712.0,0.5199
0.0,1668.0,0.445
0.0,1563.0,0.3782
0.0,1415.0,0.3654
0.0,1277.0,0.3347
0.0,1185.5,0.3405
0.0,1133.5,0.3179
0.0,1108.5,0.2768
0.0,1093.0,0.2771
0.0,1114.0,0.2679
0.0,1163.0,0.2876
0.0,1256.5,0.3
139.5,1384.5,0.3377000000000001
636.0,1496.0,0.3670000000000001
1286.5,1561.0,0.3918
1870.5,1571.5,0.4392
2274.0,1560.5,0.4383
2423.0,1534.5,0.4427
2336.5,1509.5,0.4324
2038.5,1488.5,0.4336
1607.0,1481.0,0.4572
1111.0,1503.0,0.4346
601.0,1543.0,0.4359
177.5,1584.0,0.4039
0.0,1645.0,0.5093
0.0,1598.5,0.4533
0.0,1498.0,0.434
0.0,1360.5,0.3945
0.0,1245.5,0.312
0.0,1162.0,0.3373
0.0,1114.0,0.2924
0.0,1084.0,0.2471
0.0,1073.0,0.2315
0.0,1085.5,0.23010000000000005
0.0,1121.0,0.2424
0.0,1181.0,0.2813
139.5,1294.5,0.30260000000000004
636.0,1423.0,0.3372
1286.5,1504.5,0.3514
1870.5,1535.0,0.403
2274.0,1544.0,0.4188
2423.0,1541.5,0.4252
2336.5,1527.5,0.4291
2038.5,1513.0,0.4282
1607.0,1524.0,0.4364
1111.0,1561.5,0.4417
601.0,1611.5,0.4403
177.5,1647.5,0.436
0.0,1719.0,0.4925
0.0,1659.0,0.4677
0.0,1506.5,0.4333
0.0,1340.0,0.4086
0.0,1219.0,0.3764
0.0,1145.5,0.33
0.0,1108.5,0.278
0.0,1095.5,0.2477
0.0,1097.5,0.24
0.0,1151.5,0.2162
0.0,1288.5,0.32030000000000003
0.0,1517.5,0.4108
139.5,1635.5,0.3971
636.0,1681.0,0.4427
1286.5,1704.0,0.4616
1870.5,1732.5,0.49
2274.0,1736.5,0.4922
2423.0,1721.0,0.4953
2336.5,1723.0,0.4916
2038.5,1714.5,0.4895000000000001
1607.0,1703.0,0.4942
1111.0,1713.0,0.4963
601.0,1735.0,0.4869
177.5,1776.0,0.4716
0.0,1844.0,0.5327000000000001
0.0,1760.5,0.4642
0.0,1599.5,0.4405
0.0,1422.5,0.3879
0.0,1285.5,0.3343
0.0,1201.0,0.3492
0.0,1152.5,0.306
0.0,1136.0,0.2708
0.0,1135.5,0.2559
0.0,1179.0,0.2177
0.0,1314.5,0.3441
0.0,1540.0,0.4046
139.5,1666.5,0.4096
636.0,1710.5,0.4275
1286.5,1746.0,0.4704
1870.5,1772.5,0.499
2274.0,1781.0,0.5218
2423.0,1777.0,0.528
2336.5,1773.0,0.5343
2038.5,1762.0,0.5424
1607.0,1754.5,0.5615
1111.0,1763.0,0.5671
601.0,1792.0,0.5257999999999999
177.5,1831.5,0.4951
0.0,1881.0,0.5529
0.0,1793.5,0.5056
0.0,1639.0,0.465
0.0,1447.5,0.41
0.0,1300.5,0.3625
0.0,1222.0,0.36
0.0,1178.0,0.3073
0.0,1152.0,0.2867
0.0,1142.5,0.2616
0.0,1182.5,0.2157
0.0,1322.5,0.3428
0.0,1550.5,0.4105
139.5,1666.0,0.3986
636.0,1704.5,0.4414
1286.5,1731.5,0.4676
1870.5,1764.5,0.5006
2274.0,1783.0,0.5091
2423.0,1785.0,0.5204
2336.5,1800.5,0.5243
2038.5,1794.5,0.5472
1607.0,1783.0,0.5672
1111.0,1787.0,0.5951
601.0,1792.0,0.5318
177.5,1822.5,0.5055
0.0,1893.0,0.569
0.0,1813.5,0.5067
0.0,1666.5,0.4583
0.0,1479.5,0.42
0.0,1339.5,0.3670000000000001
0.0,1251.5,0.3575
0.0,1202.0,0.3375
0.0,1176.0,0.2873
0.0,1169.0,0.298
0.0,1209.5,0.3123
0.0,1349.0,0.34840000000000004
0.0,1592.5,0.4011
139.5,1726.5,0.4207
636.0,1789.0,0.4752
1286.5,1831.5,0.4955
1870.5,1861.0,0.5245000000000001
2274.0,1868.5,0.5428999999999999
2423.0,1860.5,0.5556
2336.5,1863.0,0.5671
2038.5,1846.0,0.5781000000000001
1607.0,1841.5,0.589
1111.0,1850.5,0.5861999999999999
601.0,1868.0,0.5443
177.5,1905.0,0.5169
0.0,1938.0,0.5611999999999999
0.0,1859.5,0.5169
0.0,1716.5,0.4535
0.0,1533.5,0.4151
0.0,1389.5,0.3729
0.0,1293.0,0.3781000000000001
0.0,1237.5,0.3435
0.0,1207.0,0.3292
0.0,1196.5,0.3146
0.0,1233.0,0.3208
0.0,1364.5,0.34600000000000003
0.0,1598.0,0.4115
139.5,1723.0,0.4023
636.0,1783.5,0.4405
1286.5,1829.5,0.4738
1870.5,1866.0,0.5093
2274.0,1874.5,0.5403
2423.0,1867.5,0.541
2336.5,1868.5,0.5446
2038.5,1849.0,0.5598
1607.0,1828.5,0.5733
1111.0,1824.5,0.5688
601.0,1824.5,0.5313
177.5,1853.0,0.4848
0.0,1867.5,0.5489
0.0,1798.5,0.4722
0.0,1684.5,0.4468
0.0,1534.5,0.4069
0.0,1388.0,0.3732
0.0,1294.5,0.3906
0.0,1237.5,0.3539
0.0,1203.5,0.32409999999999994
0.0,1189.0,0.3107
0.0,1207.0,0.30210000000000004
0.0,1254.5,0.3083
0.0,1344.0,0.3346
139.5,1470.5,0.3433
636.0,1613.0,0.3677
1286.5,1713.0,0.4205
1870.5,1758.0,0.4419
2274.0,1773.5,0.47
2423.0,1775.5,0.4861
2336.5,1758.0,0.4858
2038.5,1746.0,0.4904
1607.0,1750.0,0.487
1111.0,1778.0,0.4913
601.0,1799.5,0.4811
177.5,1836.5,0.484
0.0,1872.5,0.5163
0.0,1798.5,0.4689
0.0,1682.0,0.4339
0.0,1545.5,0.395
0.0,1414.0,0.3603
0.0,1319.0,0.4223
0.0,1260.0,0.3924
0.0,1223.0,0.3118
0.0,1201.5,0.2888
0.0,1211.0,0.2832
0.0,1241.5,0.3061
0.0,1305.0,0.3283
139.5,1407.0,0.3475
636.0,1544.0,0.3928
1286.5,1642.5,0.4432
1870.5,1692.5,0.4698
2274.0,1732.5,0.4925
2423.0,1767.0,0.506
2336.5,1776.0,0.5157
2038.5,1774.0,0.5328
1607.0,1773.5,0.5462
1111.0,1803.0,0.5381
601.0,1830.0,0.525
177.5,1876.0,0.5159
0.0,1929.0,0.5896
0.0,1836.0,0.5271
0.0,1677.0,0.4754
0.0,1498.5,0.43
0.0,1362.5,0.3969
0.0,1270.5,0.3951
0.0,1215.5,0.3525
0.0,1186.0,0.3377000000000001
0.0,1175.5,0.3194
0.0,1213.0,0.33020000000000005
0.0,1340.5,0.362
0.0,1567.0,0.4493
139.5,1690.0,0.4972
636.0,1763.5,0.5132
1286.5,1817.0,0.5604
1870.5,1879.5,0.5861999999999999
2274.0,1928.5,0.6539
2423.0,1943.0,0.7012999999999999
2336.5,1963.0,0.7787999999999999
2038.5,1960.5,0.8151999999999999
1607.0,1965.5,0.9197
1111.0,1962.0,0.9651
601.0,1951.5,0.8167
177.5,1978.5,0.797
0.0,2017.5,0.8684999999999999
0.0,1913.5,0.5787
0.0,1731.5,0.5271
0.0,1533.5,0.471
0.0,1373.0,0.4181
0.0,1271.5,0.4084
0.0,1217.5,0.3544
0.0,1187.5,0.3489
0.0,1171.5,0.33240000000000003
0.0,1204.0,0.33240000000000003
0.0,1327.5,0.3715
0.0,1540.5,0.4487
139.5,1647.5,0.4661
636.0,1702.0,0.4727
1286.5,1743.5,0.4945000000000001
1870.5,1793.5,0.5172
2274.0,1821.5,0.5428000000000001
2423.0,1833.0,0.5764
2336.5,1851.0,0.5851
2038.5,1855.5,0.5759000000000001
1607.0,1853.5,0.5674
1111.0,1853.0,0.5792
601.0,1840.5,0.5437
177.5,1874.5,0.5121
0.0,1921.0,0.5953
0.0,1823.0,0.5044
0.0,1671.5,0.4861
0.0,1491.5,0.4503
0.0,1344.0,0.3824
0.0,1250.5,0.374
0.0,1201.0,0.3479
0.0,1172.5,0.3224
0.0,1164.5,0.3125
0.0,1200.5,0.2992
0.0,1339.0,0.3638
0.0,1560.0,0.4244
139.5,1674.5,0.4409
636.0,1723.0,0.4576
1286.5,1765.0,0.4957
1870.5,1799.5,0.5095000000000001
2274.0,1812.0,0.5249
2423.0,1813.5,0.5364
2336.5,1816.0,0.5447
2038.5,1797.0,0.5533
1607.0,1783.5,0.5479999999999999
1111.0,1768.0,0.5398
601.0,1779.0,0.515
177.5,1837.5,0.5162
0.0,1881.0,0.5742
0.0,1792.5,0.4946
0.0,1641.0,0.4663000000000001
0.0,1464.5,0.4132
0.0,1320.0,0.3651
0.0,1224.0,0.3904
0.0,1174.0,0.3503
0.0,1150.5,0.3311
0.0,1146.0,0.3074
0.0,1184.5,0.28850000000000003
0.0,1317.0,0.3714
0.0,1554.0,0.4277
139.5,1678.0,0.4411
636.0,1727.0,0.4613
1286.5,1762.5,0.4914
1870.5,1797.0,0.5412
2274.0,1798.5,0.5690999999999999
2423.0,1790.5,0.5794
2336.5,1794.5,0.5786
2038.5,1771.0,0.5648
1607.0,1767.0,0.5434
1111.0,1783.0,0.5413
601.0,1832.5,0.5259
177.5,1884.5,0.5011
0.0,1867.0,0.5787
0.0,1764.0,0.4995000000000001
0.0,1624.5,0.4637
0.0,1457.5,0.38
0.0,1316.5,0.3602
0.0,1216.0,0.3717
0.0,1161.5,0.3433
0.0,1132.5,0.3121
0.0,1127.0,0.30260000000000004
0.0,1160.5,0.29460000000000003
0.0,1292.0,0.3461
0.0,1512.5,0.4119
139.5,1621.0,0.4305
636.0,1675.5,0.444
1286.5,1710.0,0.4836
1870.5,1738.5,0.513
2274.0,1747.5,0.5225
2423.0,1737.5,0.516
2336.5,1737.0,0.5222
2038.5,1722.0,0.5103
1607.0,1707.5,0.5104
1111.0,1703.5,0.5074000000000001
601.0,1700.0,0.4966
177.5,1750.0,0.4733
0.0,1779.5,0.5323
0.0,1709.5,0.4503
0.0,1600.5,0.4
0.0,1457.0,0.3697
0.0,1324.5,0.3443
0.0,1224.0,0.3905
0.0,1165.0,0.3028
0.0,1135.0,0.3096
0.0,1123.0,0.2848
0.0,1138.5,0.2892
0.0,1186.0,0.3103
0.0,1282.5,0.3379
139.5,1408.0,0.34380000000000005
636.0,1539.5,0.3889
1286.5,1642.0,0.4487
1870.5,1689.5,0.4559
2274.0,1697.0,0.4749
2423.0,1690.5,0.4558
2336.5,1671.5,0.4504
2038.5,1639.5,0.4293
1607.0,1633.0,0.429
1111.0,1651.0,0.4714
601.0,1696.0,0.4849
177.5,1734.0,0.4902
0.0,1713.0,0.5145000000000001
0.0,1636.5,0.4696
0.0,1532.0,0.4079
0.0,1393.5,0.3947
0.0,1271.5,0.3486
0.0,1175.0,0.3720000000000001
0.0,1121.0,0.32530000000000003
0.0,1094.0,0.3111
0.0,1075.0,0.2828
0.0,1089.5,0.28190000000000004
0.0,1126.0,0.3151
0.0,1195.0,0.33880000000000005
139.5,1312.5,0.3508
636.0,1461.0,0.379
1286.5,1574.0,0.4336
1870.5,1626.5,0.4526
2274.0,1644.0,0.4654
2423.0,1654.5,0.4529
2336.5,1641.5,0.4514
2038.5,1618.0,0.4537
1607.0,1628.5,0.4496
1111.0,1660.5,0.4541
601.0,1717.0,0.4931
177.5,1767.0,0.4932
0.0,1748.0,0.5472
0.0,1668.0,0.4875
0.0,1525.0,0.4261
0.0,1371.5,0.3882
0.0,1252.5,0.3489
0.0,1180.0,0.3537
0.0,1141.5,0.3426
0.0,1122.5,0.2839
0.0,1125.5,0.2783
0.0,1173.0,0.2853
0.0,1305.0,0.3173
0.0,1548.5,0.4069
139.5,1666.5,0.4447
636.0,1707.0,0.469
1286.5,1740.5,0.48
1870.5,1774.5,0.5058
2274.0,1782.0,0.506
2423.0,1772.0,0.5057
2336.5,1768.0,0.5053
2038.5,1741.5,0.5031
1607.0,1726.0,0.5015999999999999
1111.0,1731.5,0.5017
601.0,1764.5,0.5058
177.5,1847.0,0.5484
0.0,1871.5,0.6106
0.0,1770.0,0.4999
0.0,1621.0,0.4803
0.0,1453.0,0.3977000000000001
0.0,1310.5,0.3771
0.0,1225.0,0.3488
0.0,1172.5,0.319
0.0,1144.0,0.2811
0.0,1147.0,0.2483
0.0,1188.0,0.26
0.0,1316.0,0.3118
0.0,1557.0,0.4308
139.5,1698.0,0.4897
636.0,1732.5,0.4822
1286.5,1762.5,0.5103
1870.5,1792.0,0.511
2274.0,1799.5,0.5139
2423.0,1785.0,0.5306000000000001
2336.5,1778.0,0.5207999999999999
2038.5,1756.5,0.5182
1607.0,1746.0,0.518
1111.0,1775.0,0.52
601.0,1823.0,0.5534
177.5,1879.0,0.5615
0.0,1875.0,0.6429
0.0,1775.5,0.5549000000000001
0.0,1632.0,0.51
0.0,1450.5,0.4269
0.0,1310.0,0.3906
0.0,1209.0,0.3304
0.0,1156.5,0.31
0.0,1140.5,0.27440000000000003
0.0,1138.0,0.245
0.0,1180.5,0.2615
0.0,1306.5,0.3271
0.0,1546.5,0.4309000000000001
139.5,1656.0,0.4693
636.0,1691.5,0.4591
1286.5,1714.5,0.4808
1870.5,1727.5,0.4978
2274.0,1733.0,0.498
2423.0,1724.0,0.4983
2336.5,1718.0,0.5006
2038.5,1690.5,0.502
1607.0,1673.5,0.4879
1111.0,1681.0,0.4918
601.0,1722.5,0.4924
177.5,1827.0,0.5451
0.0,1856.5,0.6211
0.0,1768.5,0.5312
0.0,1623.5,0.4599
0.0,1446.0,0.4192
0.0,1308.0,0.3475
0.0,1213.5,0.3077
0.0,1164.5,0.2863
0.0,1142.5,0.2483
0.0,1148.0,0.2224
0.0,1203.0,0.2072
0.0,1350.5,0.3295
0.0,1605.5,0.4047
139.5,1712.5,0.4329
636.0,1727.5,0.4746
1286.5,1733.0,0.4774000000000001
1870.5,1737.5,0.4767
2274.0,1729.5,0.4903
2423.0,1722.5,0.485
2336.5,1721.5,0.4855
2038.5,1702.5,0.4915
1607.0,1691.0,0.484
1111.0,1701.5,0.4819
601.0,1738.5,0.4772
177.5,1852.0,0.5028
0.0,1892.0,0.606
0.0,1820.0,0.4757
0.0,1686.5,0.447
0.0,1501.5,0.3544
0.0,1359.0,0.34490000000000004
0.0,1259.0,0.30010000000000003
0.0,1209.0,0.2822
0.0,1181.0,0.2465
0.0,1187.5,0.2264
0.0,1239.0,0.2248
0.0,1381.5,0.3009
0.0,1611.5,0.4146
139.5,1721.5,0.42
636.0,1752.0,0.4148
1286.5,1755.5,0.484
1870.5,1755.5,0.4932
2274.0,1733.5,0.4782
2423.0,1701.0,0.4749
2336.5,1690.5,0.5309
2038.5,1673.0,0.4872
1607.0,1647.0,0.4716
1111.0,1651.5,0.4629
601.0,1673.5,0.4563
177.5,1764.5,0.488
0.0,1790.0,0.5674
0.0,1724.5,0.4614
0.0,1615.0,0.442
0.0,1464.5,0.4098
0.0,1344.5,0.3218
0.0,1245.0,0.32
0.0,1188.5,0.2856
0.0,1154.5,0.2651
0.0,1145.0,0.2841
0.0,1164.5,0.2858
0.0,1221.5,0.2945
0.0,1320.0,0.32
139.5,1441.0,0.2955
636.0,1556.0,0.3373
1286.5,1605.0,0.3924
1870.5,1603.0,0.4439
2274.0,1598.5,0.4544
2423.0,1581.0,0.4439
2336.5,1566.0,0.4542
2038.5,1553.0,0.4453
1607.0,1559.5,0.4478
1111.0,1581.5,0.4521
601.0,1623.5,0.4543
177.5,1725.5,0.5494
0.0,1736.5,0.5577000000000001
0.0,1671.5,0.4656
0.0,1565.5,0.4414
0.0,1423.0,0.4024
0.0,1297.0,0.3652
0.0,1205.5,0.3109
0.0,1153.5,0.28
0.0,1124.0,0.2468
0.0,1108.0,0.21420000000000006
0.0,1122.5,0.2111
0.0,1166.0,0.2428
0.0,1246.0,0.25920000000000004
139.5,1350.5,0.26530000000000004
636.0,1489.5,0.3151
1286.5,1581.5,0.4166
1870.5,1605.5,0.4324
2274.0,1616.5,0.4537
2423.0,1615.5,0.4601
2336.5,1608.5,0.4933
2038.5,1610.5,0.4778
1607.0,1628.5,0.5512
1111.0,1670.0,0.527
601.0,1704.0,0.5579
177.5,1784.0,0.6018
0.0,1791.5,0.6541
0.0,1707.0,0.5529
0.0,1576.5,0.5115
0.0,1421.0,0.4427
0.0,1298.0,0.3913
0.0,1221.5,0.3193
0.0,1171.0,0.295
0.0,1147.0,0.2692
0.0,1142.5,0.2327
0.0,1180.0,0.2299
0.0,1275.5,0.3157
0.0,1442.5,0.3822
139.5,1575.5,0.394
636.0,1686.5,0.4647
1286.5,1766.0,0.4856
1870.5,1816.5,0.5865
2274.0,1838.5,0.72
2423.0,1837.5,0.6425
2336.5,1832.0,0.6706
2038.5,1822.5,0.6809000000000001
1607.0,1813.0,0.7411
1111.0,1820.0,0.7117
601.0,1839.0,0.6934999999999999
177.5,1921.5,0.6936
0.0,1920.5,0.7753
0.0,1807.0,0.537
0.0,1643.0,0.4919
0.0,1454.0,0.417
0.0,1316.5,0.3735
0.0,1217.0,0.3257
0.0,1174.5,0.3047
0.0,1144.5,0.2867
0.0,1136.5,0.27190000000000003
0.0,1186.0,0.2806
0.0,1320.5,0.32020000000000004
0.0,1555.5,0.3694
139.5,1670.5,0.4229
636.0,1697.5,0.4421
1286.5,1712.0,0.4666
1870.5,1727.0,0.4741
2274.0,1735.0,0.4781
2423.0,1733.0,0.58
2336.5,1741.5,0.5418999999999999
2038.5,1724.0,0.5455
1607.0,1711.0,0.5364
1111.0,1714.5,0.5309
601.0,1748.5,0.5192
177.5,1865.0,0.5954
0.0,1853.0,0.6256
0.0,1757.0,0.4975
